method,leaves,cpu_time,rf_ba_agreement
beam,7.4,0.0012858,0.9184337556326525
beam_balance,7.9,0.0012076,0.9184337556326525
beam_lookahead,6.2,0.0012347,0.9184337556326525
dp,6.2,0.0005091,0.9968714771524306
greedy,6.4,0.0004696,0.9968714771524306
